,,,,,,
Rule Number,1,,,3,,
,M. amount,M. chance,Accuracy,M. amount,M. chance,Accuracy
,0,0,0,0,0,0.11
,0,0.02,0,0,0.02,0.06
,0,0.04,0,0,0.04,0.06
,0,0.06,0,0,0.06,0.08
,0,0.08,0,0,0.08,0.07
,0,0.1,0,0,0.1,0.05
,0,0.12,0,0,0.12,0.03
,0,0.14,0,0,0.14,0.06
,0,0.16,0,0,0.16,0.04
,0,0.18,0,0,0.18,0.08
,0,0.2,0,0,0.2,0.08
,0.1,0,0,0.1,0,0.08
,0.1,0.02,0,0.1,0.02,0.28
,0.1,0.04,0,0.1,0.04,0.46
,0.1,0.06,0,0.1,0.06,0.37
,0.1,0.08,0,0.1,0.08,0.57
,0.1,0.1,0,0.1,0.1,0.5
,0.1,0.12,0,0.1,0.12,0.46
,0.1,0.14,0,0.1,0.14,0.41
,0.1,0.16,0,0.1,0.16,0.41
,0.1,0.18,0,0.1,0.18,0.42
,0.1,0.2,0,0.1,0.2,0.47
,0.2,0,0,0.2,0,0.08
,0.2,0.02,0,0.2,0.02,0.48
,0.2,0.04,0,0.2,0.04,0.43
,0.2,0.06,0,0.2,0.06,0.56
,0.2,0.08,0,0.2,0.08,0.46
,0.2,0.1,0,0.2,0.1,0.53
,0.2,0.12,0,0.2,0.12,0.46
,0.2,0.14,0,0.2,0.14,0.46
,0.2,0.16,0,0.2,0.16,0.52
,0.2,0.18,0,0.2,0.18,0.52
,0.2,0.2,0,0.2,0.2,0.59
,0.3,0,0,0.3,0,0.09
,0.3,0.02,0,0.3,0.02,0.51
,0.3,0.04,0,0.3,0.04,0.51
,0.3,0.06,0,0.3,0.06,0.58
,0.3,0.08,0,0.3,0.08,0.54
,0.3,0.1,0,0.3,0.1,0.57
,0.3,0.12,0,0.3,0.12,0.55
,0.3,0.14,0,0.3,0.14,0.56
,0.3,0.16,0,0.3,0.16,0.53
,0.3,0.18,0,0.3,0.18,0.53
,0.3,0.2,0,0.3,0.2,0.6
,0.4,0,0,0.4,0,0.11
,0.4,0.02,0,0.4,0.02,0.49
,0.4,0.04,0,0.4,0.04,0.48
,0.4,0.06,0,0.4,0.06,0.52
,0.4,0.08,0,0.4,0.08,0.51
,0.4,0.1,0,0.4,0.1,0.56
,0.4,0.12,0,0.4,0.12,0.57
,0.4,0.14,0,0.4,0.14,0.57
,0.4,0.16,0,0.4,0.16,0.55
,0.4,0.18,0,0.4,0.18,0.58
,0.4,0.2,0,0.4,0.2,0.48
,0.5,0,0,0.5,0,0.1
,0.5,0.02,0,0.5,0.02,0.55
,0.5,0.04,0,0.5,0.04,0.58
,0.5,0.06,0,0.5,0.06,0.53
,0.5,0.08,0,0.5,0.08,0.54
,0.5,0.1,0,0.5,0.1,0.55
,0.5,0.12,0,0.5,0.12,0.56
,0.5,0.14,0,0.5,0.14,0.56
,0.5,0.16,0,0.5,0.16,0.53
,0.5,0.18,0,0.5,0.18,0.58
,0.5,0.2,0,0.5,0.2,0.57
,0.6,0,0,0.6,0,0.09
,0.6,0.02,0,0.6,0.02,0.53
,0.6,0.04,0,0.6,0.04,0.51
,0.6,0.06,0,0.6,0.06,0.56
,0.6,0.08,0,0.6,0.08,0.58
,0.6,0.1,0,0.6,0.1,0.56
,0.6,0.12,0,0.6,0.12,0.59
,0.6,0.14,0,0.6,0.14,0.47
,0.6,0.16,0,0.6,0.16,0.6
,0.6,0.18,0,0.6,0.18,0.56
,0.6,0.2,0,0.6,0.2,0.47
,0.7,0,0,0.7,0,0.12
,0.7,0.02,0,0.7,0.02,0.57
,0.7,0.04,0,0.7,0.04,0.54
,0.7,0.06,0,0.7,0.06,0.47
,0.7,0.08,0,0.7,0.08,0.6
,0.7,0.1,0,0.7,0.1,0.49
,0.7,0.12,0,0.7,0.12,0.55
,0.7,0.14,0,0.7,0.14,0.57
,0.7,0.16,0,0.7,0.16,0.57
,0.7,0.18,0,0.7,0.18,0.52
,0.7,0.2,0,0.7,0.2,0.55
,0.8,0,0,0.8,0,0.05
,0.8,0.02,0,0.8,0.02,0.53
,0.8,0.04,0,0.8,0.04,0.57
,0.8,0.06,0,0.8,0.06,0.65
,0.8,0.08,0,0.8,0.08,0.55
,0.8,0.1,0,0.8,0.1,0.51
,0.8,0.12,0,0.8,0.12,0.53
,0.8,0.14,0,0.8,0.14,0.63
,0.8,0.16,0,0.8,0.16,0.49
,0.8,0.18,0,0.8,0.18,0.6
,0.8,0.2,0,0.8,0.2,0.57
,0.9,0,0,0.9,0,0.06
,0.9,0.02,0,0.9,0.02,0.56
,0.9,0.04,0,0.9,0.04,0.57
,0.9,0.06,0,0.9,0.06,0.57
,0.9,0.08,0,0.9,0.08,0.48
,0.9,0.1,0,0.9,0.1,0.63
,0.9,0.12,0,0.9,0.12,0.54
,0.9,0.14,0,0.9,0.14,0.56
,0.9,0.16,0,0.9,0.16,0.6
,0.9,0.18,0,0.9,0.18,0.6
,0.9,0.2,0,0.9,0.2,0.57
,1,0,0,1,0,0.08
,1,0.02,0,1,0.02,0.57
,1,0.04,0,1,0.04,0.56
,1,0.06,0,1,0.06,0.59
,1,0.08,0,1,0.08,0.56
,1,0.1,0,1,0.1,0.51
,1,0.12,0,1,0.12,0.57
,1,0.14,0,1,0.14,0.51
,1,0.16,0,1,0.16,0.62
,1,0.18,0,1,0.18,0.55
,1,0.2,0,1,0.2,0.56
